gender,name,origin,meaning
F,Metinoy,"Arabcha, o‘zbekcha",Metindek mustahkam; yashovchi va oydek suluv qiz
F,Me’rojxon,Arabcha,Qar. Me’roj (Meroj+xon)
F,Mehinbonu,Fors-tojikcha,Yuksak martabali qiz yoki qar. Mahinbonu
F,Mehmona,"Fors-tojikcha, arabcha",Qar. Mehmon (Mehmon+a)
F,Mehmongul,Fors-tojikcha,Mehmon bo‘lib kelgan guldek suluv qiz
F,Mehmonoy,"Fors-tojikcha, o‘zbekcha",Mehmon kelganda tug‘ilgan yoki oilaga mehmon bo‘lib kelgan oydek suluv qiz
F,Mehmonxon,Fors-tojikcha,"Mehmon bo‘lib kelgan obro‘li, e’zozli qiz"
F,Mehmoncha,Fors-tojikcha,"Mehmon bo‘lib kelgan jajji, kenja qiz"
F,Mehran,Fors-tojikcha,"Suyukli, qadrli, aziz, yohud quyosh parchasi yoki qar. Mehrangiz"
F,Mehrangiz,Fors-tojikcha,"Suyukli, aziz; yoqimtoy"
F,Mehrbon,Fors-tojikcha,Qar. Mehribon
F,Mehrbonu,Fors-tojikcha,Qar. Mehribonu
F,Mehrvafo,"Fors-tojikcha, arabcha","Mehribon, g‘amxo‘r hamda vafodor, o‘z ahdida turuvchi"
F,Mehri,Fors-tojikcha,"Mehriniso ismining qisqargan shakli. Shakllari: Mehrigul, Mehrijon, Mehrixon"
F,Mehribon,Fors-tojikcha,"g‘amxo‘r, jonkuyar, mushfiq, iltifotili"
F,Mehribonu,Fors-tojikcha,"Quyoshga o‘xshash, quyoshga qiyos qilgulik"
F,Mehrigul,Fors-tojikcha,Guldek chiroyli va rahmdil mehribon qiz
F,Mehrigo‘zal,"Fors-tojikcha, o‘zbekcha","Mehrli, mehribon va suluv, zebo qiz"
F,Mehrdil,Fors-tojikcha,"Mehribon, g‘amxo‘r, qayg‘uruvchan"
F,Mehrdod,Fors-tojikcha,"Quyoshning ehsoni, muruvvati, quyosh baxsh etgan bola. Sol: Mehrdoxt"
F,Mehrdoxt,Fors-tojikcha,"Quyosh qizi, quyosh farzandi"
F,Merhjon,Fors-tojikcha,"Mehrli, muruvvatli, himmatli yoki Mehrkon (kuz faslining o‘rtasi)da tug‘ilgan qiz"
F,Mehrzod,Fors-tojikcha,"Quyoshda tug‘ilgan, quyosh farzandi"
F,Mehriyona,Fors-tojikcha,"Mehrli, muruvvatli va mehrijon oyida (kuzning o‘rtalarida) tug‘ilgan qiz"
F,Mehriyor,Fors-tojikcha,"Quyoshning tuhfasi, in’omi"
F,Mehrijamol,"Fors-tojikcha, arabcha",Mehribon va sohibjamol qiz
F,Mehrizoda,Fors-tojikcha,"Quyosh qizi, quyosh farzandi"
F,Mehrikamol,Fors-tojikcha,"Mehribonlik va g‘amxo‘rlikda, kamolotga erishgan, o‘ta olijanob qiz"
F,Mehrinigor,Fors-tojikcha,"Quyoshdek ko‘rkam; nurli, saodatli"
F,Mehriniso,"Fors-tojikcha, arabcha","Ayollarning quyosh yoki ayollarning eng mehriboni, shafqatlisi. Bu ism o‘tmishda olinasab avlodlarga mansub ayollarning o‘ziga xos unvoni bo‘lgan"
F,Mehriro‘y,Fors-tojikcha,"Jozibali, yoqimtoy"
F,Mehrisuluv,"Fors-tojikcha, o‘zbekcha","Mehribon, muruvvatli va go‘zal qiz"
F,Mehrisulton,"Fors-tojikcha, arabcha","Mehribon, g‘amxo‘r va baland martabali qiz yoki eng mehribon, shafqatli ayollarning sardori yohud tengsiz mehr, muruvvat sohibi"
F,Mehriya,Fors-tojikcha,Mehr-muruvvat sohibi
F,Mehrniso,"Fors-tojikcha, arabcha",Qar. Mehriniso
F,Mehrnoz,Fors-tojikcha,"Quyosh jilvasidek jozibali, ko‘rkam qiz"
F,Mehrnok,Fors-tojikcha,"Qadrlashni, mehribonlik qilishni biluvchi"
F,Mehrno‘sh,Fors-tojikcha,"Hayot suvi, obihayot; gul shirasi"
F,Mehroba,Arabcha,Qar. Mehrob
F,Mijja,Fors-tojikcha,"Kiprikdek, ko‘z qorasidek aziz, qadrli; ko‘zimizning oqu qorasi"
F,Mizrobxon,Fors-tojikcha,Qar. Mizrob (Mizrob+xon)
F,Mingbeka,o‘zbekcha,"Xolli bo‘lib tug‘ilgan, ulug‘ martabali qiz yoki qar. Mengbeka"
F,Mingbonu,"o‘zbekcha, fors-tojikcha",Qar. Mengbonu
F,Mingbuvi,o‘zbekcha,Qar. Mengbuvi
F,Mingdona,"o‘zbekcha, fors-tojikcha",Qar. Mengdono
F,Mingjamol,"o‘zbekcha, arabcha",Qar. Mengjamol
F,Mingjahon,"o‘zbekcha, fors-tojikcha",Qar. Mengjahon
F,Mingziyod,"o‘zbekcha, arabcha",Qar. Mengziyod
F,Mingziyoda,"o‘zbekcha, arabcha",Qar. Mengziyoda
F,Mingoyim,o‘zbekcha,Qar. Mengoyim
F,Mingsulton,"o‘zbekcha, arabcha",Qar. Mengsulton
F,Mingsuluv,o‘zbekcha,Qar. Mengsuluv
F,Minnar,Arabcha,"Allohdan yolvorib, o‘tinib olingan bola"
F,Minora,Arabcha,Qar. Minor (Minor+a)
F,Mira,Arabcha,"Ulug‘, hoja, buzurg yoki rus: Ã¯Â¿Â½Ã¯Â¿Â½Ã¯Â¿Â½ +a - tinchlik, osoyishtalik"
F,Mirbonu,"Arabcha, fors-tojikcha","Baland martabali, aslzoda, oqsuyak ayol"
F,Mirzaoy,"Fors-tojikcha, o‘zbekcha","o‘qimishli, bilimli hamda oydek, suluv qiz yoki aslzodalar avlodiga mansub, baland martabali qiz"
F,Mirzaoyim,"Fors-tojikcha, o‘zbekcha","o‘qimishli, hurmatli, e’tiborli qiz yoki aslzodalar nasliga mansub qiz"
F,Mirzaqiz,"Fors-tojikcha, o‘zbekcha","o‘qimishli, bilimdon qiz yoki mirzolar avlodiga mansub qiz"
F,Misbibi,"Fors-tojikcha, hindcha","Misdek mustahkam yoki eht.: Misqolbibi, Misirbibi (qar.)"
F,Misirgul,"Arabcha, fors-tojikcha","Badavlat, obro‘li va guldek suluv qiz"
F,Misiroy,"Arabcha, o‘zbekcha","Badavlat, obro‘li va oydek suluv qiz"
F,Misirsuluv,"Arabcha, o‘zbekcha",Badavlat va zebo qiz
F,Misirxon,"Arabcha, o‘zbekcha",Boy-badavlat va e’zozga sazovor qiz
F,Miska,o‘zbekcha,"Miska (muskat) uzumdek yoqimtoy, shirin qiz"
F,Miskinoy,"Arabcha, o‘zbekcha",Farzandga muhtoj bo‘lib yurilganda topilgan oydek suluv qiz
F,"Misol, Misoloy",Arabcha,"Qar. Misqol, Misqoloy yoki o‘rnak, namunali qiz"
F,Misqol,Arabcha,"Xushbichim, zebo yoki qimmatli, nodir, tengsiz"
F,Misqolbibi,"Arabcha, hindcha","Qar. Misqol, (Misqol+bibi)"
F,Misqoloy,"Arabcha, o‘zbekcha","Qimmatli, nodir va oydek suluv qiz"
F,Mitanoy,o‘zbekcha,o‘zbeklarning mitan urug‘iga mansub qiz
F,Mittigul,o‘zbekcha,"Jajji, kenjatoy va guldek go‘zal qiz"
F,Mittixol,"o‘zbekcha, fors-tojikcha",Kichkina xol bilan tug‘ilgan qiz yoki xol bilan tug‘ilgan jajji qiz
F,Mittixon,o‘zbekcha,"Jajji, kenja qiz, ulg‘ayib obro‘li, e’tiborli bo‘lsin"
F,Moviya,Arabcha,"Ko‘k, moviy ko‘zli qiz"
F,Movagar,Fors-tojikcha,"Qadrli, e’zozli, hurmatga sazovor"
F,Mozadaxon,Fors-tojikcha,Qar. Mohizoda
F,Moila,Arabcha,"Orzu, armon qilib yurib erishilgan qiz"
F,Moilbek,Arabcha,Beklar nasliga mansub bo‘lgan va orzu qilib erishilgan bola
F,"Moygul,  Maygul",Ruscha,May oyida tug‘ilgan guldek ko‘rkam qiz yoki qar. Mohigul
F,Moylixon,o‘zbekcha,"Rizqu nasibali, boy-badavlat bo‘lsin"
F,Moyto‘ra,"Fors-tojikcha, o‘zbekcha",Eht.: Mohito‘ra (qar.)
F,Moyshakar,Fors-tojikcha,Eht.: Mohishakar (qar.)
F,Molaxon,Fors-tojikcha,"Mola bosilayotgan paytda tug‘ilgan yoki moladek mustahkam, chidamli"
F,Momo,o‘zbekcha,"Buvisining ismi qo‘yilgan qiz. Shakllari: Momobu, Momobibi, Momogul, Momojon, Momoxon"
F,Momobeka,o‘zbekcha,Buvisining ismini olgan beklar nasliga mansub qiz
F,Momobuvi,o‘zbekcha,Qar. Momo (Momo+buvi)
F,Momogul,"o‘zbekcha, fors-tojikcha",Buvisining o‘rniga kelgan va uning usmini olgan guldek go‘zal qiz
F,Momogo‘zal,o‘zbekcha,Buvisining o‘rnini bosuvchi va uning nomi berilgan chiroyli qiz
F,Momodavlat,"o‘zbekcha, arabcha",Buvisining o‘rniga kelgan badavlat qiz
F,Momodol,o‘zbekcha,Buvisi o‘rniga kelgan qiz sog‘-omon ulg‘aysin
F,Momojamol,"o‘zbekcha, arabcha",Buvisining ismi berilgan go‘zal chehrali qiz
F,Momojon,o‘zbekcha,Qar. Momo (Momo+jon)
F,Momokiyik,o‘zbekcha,"Buvisining ismi berilgan kiyikdek chiroyli, nozik qiz"
F,Momokolon,"o‘zbekcha, fors-tojikcha",Buvisining o‘rniga kelgan va uning nomi berilgan qiz
F,Momosoch,o‘zbekcha,Eht.: Momosoj ~ Momosojida (qar.)
F,Momosulton,"o‘zbekcha, arabcha",Buvisining o‘rniga kelgan qiz ulg‘ayib baland martabali bo‘lsin
F,Momosuluv,o‘zbekcha,Marhum buvisi o‘rniga kelgan go‘zal qiz
F,Momotoj,"o‘zbekcha, fors-tojikcha",Marhum buvisi o‘rniga berilgan xolli qiz
F,Momoxol,"o‘zbekcha, fors-tojikcha",Marhum buvisining o‘rniga kelgan xolli qiz
F,Momochuchuk,o‘zbekcha,"Marhum buvisining ismi berilgan shirin, suyukli qiz"
F,Momoqiz,o‘zbekcha,Marhum buvisi o‘rniga berilgan qiz
F,Momohavo,"o‘zbekcha, qadimiy yahudiycha","Bibliyada yozilishicha, yer yuzidagi birinchi ayol. Odam Atoning xotini, inson zotining onasi Havo - hayot manbai. Qar. Havo"
F,Moshxol,Fors-tojikcha,Moshdek xol bilan tug‘ilgan qiz
F,Moya,Fors-tojikcha,"Aynan: Asl, asos, negiz yoki iste’dodli, layoqatli"
F,Moh,Fors-tojikcha,"Oy, oydek suluv qiz"
F,Mohak,Fors-tojikcha,"Jajji, kichkina oy, yangi chiqqan oy"
F,Mohasal,"Fors-tojikcha, arabcha","Oydek go‘zal va asaldek shirin, yoqimtoy qiz"
F,Mohbegim,"Fors-tojikcha, o‘zbekcha",Aslzodalar naslidan bo‘lgan oydek suluv qiz
F,Mohbonu,Fors-tojikcha,Qar. Moh va Bonu
F,Mohbuvi,Fors-tojikcha,"Oymonand, oyyuzli qiz"
F,Mohjon,Fors-tojikcha,"Oydek go‘zal va qadrli, e’zozli qiz"
F,Mohjuba,Arabcha,"Yashirin, pinhon, sirli"
F,Mohibonu,Fors-tojikcha,Qar. Mohbonu
F,Mohigavhar,Fors-tojikcha,"Oymonand go‘zallarning eng asili, gavhari"
F,Mohigul,Fors-tojikcha,Oydek suluv va gul kabi ko‘rkam qiz
F,Mohida,Fors-tojikcha,Oydek suluv qiz
F,Mohidil,Fors-tojikcha,"Oydek suluv, dilkash qiz"
F,Mohijamol,"Fors-tojikcha, arabcha",Oydek go‘zal husnli qiz
F,Mohjahon,Fors-tojikcha,Olamdagi eng go‘zal va oydek suluv qiz
F,Mohizamon,"Fors-tojikcha, arabcha",Davrining (zamonasining) eng go‘zal farzandi
F,Mohi,Fors-tojikcha,"Oydek, oymonand, go‘zallik, nafosatga mansub. Asli: Mohiniso (qar.)"
F,Mohiasma,"Fors-tojikcha, arabcha","Oydek ko‘rkam, ulug‘ martabali qiz. Qar. Mohi va Asmo  -  Asma"
F,Mohibanot,"Fors-tojikcha, arabcha","Oy farzandi, oymonand, oydek suluv qiz"
F,Mohibegim,"Fors-tojikcha, o‘zbekcha",Qar. Mohbegim
F,Mohijon,Fors-tojikcha,Qar. Mohjon (Mohi+jon)
F,Mohizevar,Fors-tojikcha,"Bezangan, zebolangan, ko‘rkam oy"
F,Mohizoda,Fors-tojikcha,"Oy farzandi, go‘zallar nasliga mansub qiz"
F,Mohikamol,"Fors-tojikcha, arabcha","Yetuk, barkamol va oydek go‘zal qiz"
F,Mohila,Arabcha,"Mohila - loyiq, munosib yoki biror belgi (nishona) bilan tug‘ilgan bola"
F,Mohiliqo,Fors-tojikcha,"Oyyuzli, oychehra"
F,Mohim,Fors-tojikcha,Moh so‘zi bilan boshlangan ba’zi qo‘shma ismlarning eq.shakli
F,"Mohina, Mohinaxon",Fors-tojikcha,"Oyga o‘xshash, oymonand, nafis, nozik yoki yangi oy chiqqan paytda tug‘ilgan yoki yangi oydek suluv qiz"
F,Mohinabonu,Fors-tojikcha,Qar. Mohinabonu (Mohina+bonu)
F,Mohiniso,"Fors-tojikcha, arabcha","Aynan: Ayollarning oyi, ya’ni ayollarning eng ko‘rkami, go‘zali"
F,Mohinur,"Fors-tojikcha, arabcha","Oyning nuri, oydin, oydindek pokiza, suluv qiz"
F,Mohinura,"Fors-tojikcha, arabcha",Qar. Mohidur (Mohinur+a)
F,Mohipari,Fors-tojikcha,Oydek pari parilar (go‘zallar)ning eng go‘zali
F,Mohipora,Fors-tojikcha,Oy parchasi; oymonand suluv
F,Mohira,Arabcha,"Mahoratli, ustamon, puxta, pishiq qiz"
F,Mohirabibi,"Arabcha, hindcha",Qar. Mohira (Mohira+bibi)
F,Mohiraniso,Arabcha,"Ayollarning eng mahoratlisi, ustamon, puxtasi"
F,Mohirajab,"Fors-tojikcha, arabcha",Rajab oyida tug‘ilgan oydek suluv qiz
F,Mohiro‘y,Fors-tojikcha,"Oyyuzli, oydek chiroyli chehrali qiz"
F,Mohisarvar,Fors-tojikcha,"Oydek ko‘rkam yo‘lboshchi, sardor qiz"
F,Mohisara,"Fors-tojikcha, arabcha","Tengsiz oy, ya’ni go‘zallarning go‘zali"
F,Mohisafo,"Fors-tojikcha, arabcha","Yorqin, nurli oy yoki oy kabi suluv qizning umri osoyishta bo‘lsin"
F,Mohistara,Fors-tojikcha,"Eht.: Mohisitora. Qar. Mohi va Sitora yoki istarasi issiq, jozibali, maftunkor qiz"
F,Mohisulton,"Fors-tojikcha, arabcha","Oydek go‘zal qizlarning sarkori, sultoni"
F,Mohisuluv,"Fors-tojikcha, o‘zbekcha","Oydek go‘zal, zebo"
F,Mohitob,Fors-tojikcha,"Oynuri, oy yog‘dusidek musaffo"
F,Mohitobon,Fors-tojikcha,"Ko‘zni qamashtiruvchi, nurli oy, ya’ni tengsiz go‘zal"
F,Mohito‘ra,"Fors-tojikcha, o‘zbekcha",Oydek suluv va baland martabali qiz
F,Mohicha,Fors-tojikcha,"Yangi tug‘ilgan, jajji oy yoki kenja qiz"
F,Mohichehra,Fors-tojikcha,"Oy yuzli, oydek nurli, oychehra qiz"
F,Mohishakar,Fors-tojikcha,"Oylarning (qizlarning) eng shirini, yoqimlisi"
F,Mohisharaf,"Fors-tojikcha, arabcha","Oydek suluv, shonu shuhratli qiz"
F,Mohiya,Fors-tojikcha,"Oymonand, oy yuzli; oy farzandi"
F,Mohlar,"Fors-tojikcha, o‘zbekcha","Oylar, ya’ni go‘zallarning sardori. Shakllari: Mohlaroy, Mohlarxon"
F,Mohlarbonu,Fors-tojikcha,Eng yorqin oy va aslzoda qiz yoki qar. Mohlar va Bonu
F,Mohlarbu,"Fors-tojikcha, o‘zbekcha","Eng ravshan, nurli oydek go‘zal qiz yoki qar. Mohlar va Buvi"
F,Mohlaroyim,"Fors-tojikcha, o‘zbekcha",Qar. Mohlar va Oyim
F,Mohliqo,Fors-tojikcha,"Oyyuzli, chehrasi oydek sulub, musaffo"
F,Mohmirza,Fors-tojikcha,Aslzodalar (mirzolar) naslidan bo‘lgan oydek go‘zal qiz
F,Mohnigor,Fors-tojikcha,"Oydek suluv va suyukli, qadrli qiz"
F,Mohniso,"Fors-tojikcha, arabcha","Oymonand, oydek suluv ayol (qiz)"
F,Mohnur,"Fors-tojikcha, arabcha","Oy nuridek musaffo, ravshan qiz. Sol: Mohinur"
F,Moypaykar,Fors-tojikcha,"Oymonand, oysuratli go‘zal"
F,Mohpari,Fors-tojikcha,"Oydek suluv qiz, oydek va aridek go‘zal qiz yoki parilarning zebosi"
F,Mohrajab,"Fors-tojikcha, arabcha",Qar. Mohirajab
F,Moxruh,Fors-tojikcha,Qar. Mohruxsor
F,Mohruxsor,Fors-tojikcha,"Oyyuzli, oymonand go‘zal"
F,Mohsanam,"Fors-tojikcha, arabcha","Oydek ko‘rkam, zebo qiz"
F,Mohsafar,"Fors-tojikcha, arabcha",Safar oyida tug‘ilgan oydek ko‘rkam qiz
F,Monsimo,Fors-tojikcha,Ko‘rinishi oy kabi go‘zal qiz
F,Montal’at,"Fors-tojikcha, arabcha","Oymonand, oyyuzli go‘zal"
F,Mohtob,Fors-tojikcha,"Nurli, nur sochuvchi oy yoki oydinga tug‘ilgan qiz"
F,Mohtobon,Fors-tojikcha,Qar. Mohitobon
F,"Mohfira, Mahfira",Fors-tojikcha,Eht.: Mag‘firat
F,Mohchehra,Fors-tojikcha,Qar. Mohichehra
F,Mohchuchuk,"Fors-tojikcha, o‘zbekcha","Oydek ko‘rkam va yoqimtoy, shirin qiz"
F,Mohshod,Fors-tojikcha,"Oydek ko‘rkam va shodon, baxtiyor qiz"
F,Muazzam,Arabcha,"Ulug‘, azim; hurmatli, e’zozli"
F,Muazzama,Arabcha,Ulug‘ va qadrli qiz yoki qar. Muazzam (Muazzam+a)
F,Muayyana,Arabcha,"Aniq, ravshan; o‘ziga xos fazilarlar sohibasi"
F,Muallama,Arabcha,"Aqlli, dono, farosatli"
F,Muallima,Arabcha,"o‘qituvchi, o‘rgatuvchi ayol; ustoz ayol"
F,Muattar,Arabcha,"Xushbo‘y, yoqimli hid tarqatuvchi, atir sochuvchi"
F,Mubayyana,Arabcha,"Ochiq, ravshan, ochiqko‘ngil"
F,Mubarra,Arabcha,"Toza, pokiza; gunohsiz"
F,Mubashshira,Arabcha,"Bashorat qiluvchi; bilimdon, dono"
F,"Mubila, Mubilaxon",Arabcha,"Sof, musaffo qiz"
F,Mubina,Arabcha,"Jozibali, istarasi issiq, zebo qiz"
F,Mubora,Arabcha,Eht.: Mubarra (qar.) yoki Muborak (qar.)
F,Muborak,Arabcha,"Duo olgan, omadli, baxtli"
F,Muborakxon,"Arabcha, fors-tojikcha",Qar. Muborak (Muborak+xon)
F,Muborakqadam,Arabcha,Qadami ulug‘ bola
F,Muborxon,"Arabcha, o‘zbekcha","Qar. Muborak, Muborakxon"
F,Muborchaxon,"Arabcha, o‘zbekcha",Qar. Muborxon
F,Muboshira,Arabcha,Qar. Muboshir (Muboshir+a)
F,Muvarrada,Arabcha,"Gulg‘uncha, gulgun; yashnagan, barq urgan"
F,Muvaffar,Arabcha,"Ulug‘, buyuk; farovon, baxtiyor"
F,Muvashshah,Arabcha,"Bezangan, orolangan; go‘zal"
F,Muvofiq,Arabcha,"Orzu, armon qilingan, kutilgan qiz"
F,Mujgon,Arabcha,Kiprik
F,Mujovira,Arabcha,"Yondosh, yo‘ldosh, hamdam, esh. Qar. Mujovir (Mujovir+a)"
F,Mujtaba,Arabcha,"Saralangan, tanlangan; suyukli, hurmatli"
F,Muzayyaba,Arabcha,"Zebo, xushro‘y"
F,Muzayyana,Arabcha,"Bezangan, ziynatlangan, orasta"
F,Muzaffara,Arabcha,"Shuhratli, dovyurak qiz yoki qar. Muzaffar (Muzaffar+a)"
F,Muzira,Arabcha,"Kutilgan, orzu qilingan qiz yoki qar. Muzir (Muzir+a)"
F,Muzofat,Arabcha,"Biloyat yoki qo‘shilgan, ortib boruvchi. Sol: Viloyat, Viloyatxon"
F,Muztabar,Arabcha,Eht.: Muhtabar (qar.)
F,Muina,Arabcha,"Ko‘makchi, xizmatkor, xodima, suyanch, tayanch"
F,Muyiba,Arabcha,Qar. Muhiba
F,Mukarrama,Arabcha,"Hurmatga, e’zozga sazovor"
F,Mukarcha,Arabcha,Qar. Mukarram
F,Mulkijahon,"Arabcha, fors-tojikcha",Jahonning boyligi yoki podshohlar nasliga mansub qiz
F,Mulkiya,Arabcha,"Boylik, (mulk) egasi yoki podshohlar avlodiga mansub qiz"
F,Mulkoro,"Arabcha, fors-tojikcha","Mamlakatning, davlatning bezagi, faxri, g‘ururi"
F,Multajiba,Arabcha,"Nurli, yolqin, ravshan"
F,Munavvara,Arabcha,"Nurli, ravshan, jozibali, yoqimtoy"
F,Munajjimxon,Arabcha,Qar. Munajim (Munajim+xon)
F,Munazzam,Arabcha,"Tartibli, intizomli, odobli"
F,Munazzama,Arabcha,"Tartibli, intizomli, odobli qiz"
F,Munazzafa,Arabcha,"Pokiza, ozoda, begunoh qiz yoki qar. Munazzaf"
F,Munazzax,Arabcha,"Toza, pokiza, gunohsiz"
F,Munafassa,Arabcha,"Osuda, osoyishta, g‘amsiz, baxtiyor"
F,Munaqqash,Arabcha,"Bezangan, o‘ziga oro bergan, bezaklarga burkangan"
F,Munjiha,Arabcha,"Omadli, g‘olib, saodatmand"
F,Muniba,Arabcha,To‘g‘ri yo‘l (din yo‘li)ga kiruvchi; xudojoy
F,Munira,Arabcha,"Nurli, ravshan; go‘zal, zebo; baxtli, saodatmand"
F,Munisa,Arabcha,Qar. Munis (Munis+a)
F,Munojat,Arabcha,"Yalinib, yolg‘orib yurib erishilgan bola yoki duoxon, ibodatlar qiluvchi"
F,Munosiba,Arabcha,"Biz kutgan, orzu qilgan qiz"
F,Muntazam,Arabcha,"Rejali, tartibli, sarishta yoki doimiy, turg‘un"
F,Munchoq,Arabcha,"Munchoq, taqinchoqdek aziz, qadrli"
F,Murassa,Arabcha,"Qimmatbaho toshlar bilan bezangan, orolangan; go‘zal, zebo"
F,Mursala,Arabcha,"Marjon, shoda; marvaridlar tizimi yoki payg‘ambarning farzandi, payg‘ambarning nazari tushgan bola"
F,Muruvvat,Arabcha,"Luftu ehson, saxiylik; mehru shafqatli"
F,Musabiha,Arabcha,"Behisob maqtov, olqishlarga sazovor qiz"
F,Musavvara,Arabcha,Qar. Musavvar (Musavvar+a)
F,Musavvir,Arabcha,"Rassom, naqqosh, suratkash"
F,Musavvira,Arabcha,"Rassom, suratkash qiz"
F,Musallama,Arabcha,"Itoatkor, yovvosh, muloyim"
F,Musallas,Arabcha,"Mushku anbardek xushbo‘y, yoqimli"
F,Musallima,Arabcha,"Kamtar, xoksor; odobli, xulqli"
F,Musalloh,Arabcha,Joynamoz; namozgoh
F,Musarrah,Arabcha,"Yashirin, ochiq, oshkor"
F,Musattar,Arabcha,"Yashirin, pinhon; himoyalangan, yashiringan"
F,Musina,Arabcha,Keksalardek uzoq yashasin
F,Muslima,Arabcha,"Musulmon, xudojo‘y ayol"
F,Muslimxon,Arabcha,"Xudojo‘y, taqvodor; pokiza ayol yoki qar. Muslim (Muslim+xon)"
F,Musliha,Arabcha,"Dinga xayrixoh, dinni yaxshilash va e’zozlashga xizmat qiluvchi"
F,Musofira,Arabcha,Qar. Musofir (Musofir+a)
F,Mustarama,Arabcha,"Intiluvchi, o‘rganuvchi qiz"
F,Mustaqima,Arabcha,"Pokiza, halol, haqgo‘y qiz"
F,Mutahhara,Arabcha,"Pokiza, ozoda, begunoh qiz"
F,Mufarrah,Arabcha,"Shodlik, xursandlik keltiruvchi; xosiyatli, qutli; shodon, baxtiyor"
F,Mufassalxon,Arabcha,"To‘liq, raso qilib berilgan; uzoq umr ko‘ruvchi, yashovchi"
F,Mufzila,Arabcha,"Mehribon, yaxshiliklar qiluvchi, muruvvatli"
F,Muxbira,Arabcha,Matbuotchi (jurnalist) qiz
F,Muxlisa,Arabcha,"Oqko‘ngil qiz; xudojo‘y qiz. Shakllari: Muxlisoy, Muxlisxon"
F,Muxsora,Fors-tojikcha,Eht.: Ruxsora
F,Muxtabar,Arabcha,Qar. Mo‘tabar
F,Muxtora,Arabcha,"Tanlangan, ustun turuvchi yoki erkin, xur qiz"
F,Muxtoriyat,Arabcha,"Erkin, mustaqil"
F,Mu’ina,Arabcha,"Ko‘makchi, onasiga yordamchi, suyanch"
F,Mushki,Fors-tojikcha,"Mishk hidli, yoqimtoy; qorasoch qiz. Sol: Mushknoz, Mushkinoz"
F,Mushkina,Fors-tojikcha,"Mushk hidli, mushk surib orolangan"
F,"Mushknoz, Mushkinoz",Fors-tojikcha,"Mushk surib nozlanuvchi; mushkli, qora soch, go‘zal qiz"
F,Mushoira,Arabcha,She’r o‘qib musobaqa qiluvchi; sheriy sanat sohibasi
F,Mushtariy,Arabcha,Yupiter sayyorasining nomi yoki sotib oluvchi; xaridor
F,Mushfiqa,Arabcha,"Mehribon, shafqatli qiz"
F,Muqaddam,Arabcha,"Oldinda boruvchi, peshvo yoki oiladagi ilk, birinchi bola"
F,Muqaddara,Arabcha,Qar. Muqaddar (Muqaddar+a)
F,Muqaddas,Arabcha,"Tabarruk, aziz, qadrli yoki pokiza, ozoda"
F,Muqat,Arabcha,Muqaddas yoki Muqaddam ismining eq.shakli
F,Muqima,Arabcha,"Turuvchi, yashovchi, umri uzoq qiz"
F,Muqimbibi,"Arabcha, hindcha",Baland martabali umri uzoq qiz
F,Muqimtosh,"Arabcha, o‘zbekcha","Turg‘in, sobit va toshdek mahkam, ya’ni umri uzoq qiz"
F,Mug‘amin,Arabcha,"Go‘zal, zebo, qorachadan kelgan go‘zal qiz"
F,Mug‘lonoy,Fors-tojikcha,"Otashparast, majusiy yoki ustoz, murabbiy"
F,"Mug‘cha,  Mug‘ja",Fors-tojikcha,"Gul g‘unchasi, g‘unchadek yosh, zebo qiz"
F,Muhabbat,Arabcha,"Do‘stlik, yaqinlik, suyukli, mehribon qiz"
F,Muhaddara,Arabcha,"Pokiza, iffatli, ma’suma"
F,Muhayyo,Arabcha,"Hozir bo‘lgan, bor bo‘luvchi, yashovchi qiz"
F,Muhallab,Arabcha,"Maftunkor, jozibali"
F,Muhammaddiya,Arabcha,Muhammad (qar.) ismining ayollar nomi shakli yoki Muhammadga sig‘inuvchi qiz
F,Muharrama,Arabcha,"Muharram oyida, muqaddas oyda tug‘ilgan qiz"
F,Muhiba,Arabcha,"Do‘st, qadrli, suyukli qiz yoki rahmdil, mehribon qiz"
F,Muhibbibi,"Arabcha, hindcha","Yuksak martabali, suyukli do‘st"
F,Muhibjamol,Arabcha,"Chiroyli, sohibjamol qiz"
F,Muhibjahon,Arabcha,"Dunyodagi eng suyukli, barcha e’zozlivchi qiz"
F,"Muhida, Muhidaxon",Arabcha,"Go‘zal, nafosatli, yoqimtoy qiz"
F,Muhima,Arabcha,"Zarur, mushtoq bo‘lib, orzu qilib kutilgan qiz"
F,Muhin,Arabcha,Zoriqib kutilgan qiz yoki qar. Muhiniso
F,Muhiniso,Arabcha,Eht.: Muhibniso
F,"Muhir, Muhiroy",Arabcha,Badanida biror belgi bilan tug‘ilgan qiz
F,Muhojira,Arabcha,"Muhojirlikda tug‘ilgan qiz yoki bu yot, begona qiz. Bolaning dushmanlari (yovuz kuchlar)ni chalg‘itish uchun qo‘yiladi"
F,Muhriniso,Arabcha,"Badanida biror belgi bilan tug‘ilgan qiz, tamg‘ali, nishonli ayol"
F,Muhsina,Arabcha,"Mehribon, yaxshiliklar qiluvchi rahmdil qiz"
F,Muhtarama,Arabcha,"Hurmatli, e’zozli qiz"
F,Muhtasam,Arabcha,"o‘zini tutuvchi, saqlanuvchi, pikiza, xudojo‘y yoki qar. Muhtasham"
F,Muhtasham,Arabcha,"Ko‘rkam, ulug‘vor yoki hurmatli qadrli"
